     EN	 IP	 coord_no	 coord_dis	 EN_coord_1	 IP_coord_1	 EN_coord_2	 ML_charge
  2.2000	 13.5980	  1.0000	  0.9902	  3.4400	 13.6180	  1.7650	  0.3757
  2.2000	 13.5980	  1.0000	  0.9883	  3.4400	 13.6180	  1.3300	  0.3845
  2.2000	 13.5980	  1.0000	  0.9910	  3.4400	 13.6180	  1.7650	  0.3757
  2.2000	 13.5980	  1.0000	  0.9882	  3.4400	 13.6180	  1.3300	  0.3845
  2.2000	 13.5980	  1.0000	  0.9901	  3.4400	 13.6180	  1.3300	  0.3810
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0826	  2.5500	 11.2600	  2.5500	  0.1012
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0831	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0825	  2.5500	 11.2600	  2.5500	  0.0968
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0837	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0806	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0837	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0826	  2.5500	 11.2600	  2.5500	  0.1012
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0806	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0826	  2.5500	 11.2600	  2.5500	  0.1012
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0832	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0826	  2.5500	 11.2600	  2.5500	  0.1012
  2.2000	 13.5980	  1.0000	  1.0826	  2.5500	 11.2600	  2.5500	  0.1012
  2.2000	 13.5980	  1.0000	  1.0826	  2.5500	 11.2600	  2.5500	  0.1012
  2.2000	 13.5980	  1.0000	  1.0808	  2.5500	 11.2600	  2.5500	  0.1118
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0838	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0804	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0806	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0837	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0826	  2.5500	 11.2600	  2.5500	  0.1012
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0837	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0837	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0823	  2.5500	 11.2600	  2.5500	  0.1079
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0832	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0807	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0826	  2.5500	 11.2600	  2.5500	  0.1012
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0829	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0827	  2.5500	 11.2600	  2.5500	  0.1001
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0831	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0828	  2.5500	 11.2600	  2.5500	  0.1021
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0837	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0804	  2.5500	 11.2600	  2.5500	  0.1121
  2.2000	 13.5980	  1.0000	  1.0830	  2.5500	 11.2600	  2.5500	  0.1072
  2.2000	 13.5980	  1.0000	  1.0837	  2.5500	 11.2600	  2.5500	  0.1107
  2.2000	 13.5980	  1.0000	  1.0805	  2.5500	 11.2600	  2.5500	  0.1121
  3.4400	 13.6180	  2.0000	  1.5514	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  2.0000	  1.7178	  1.9400	  8.9470	  3.3411	 -0.6282
  3.4400	 13.6180	  2.0000	  1.5523	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  3.0000	  1.3671	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  4.0000	  1.8188	  1.5475	  8.3750	  3.4400	 -1.1269
  3.4400	 13.6180	  2.0000	  1.7264	  1.9400	  8.9470	  3.3411	 -0.6380
  3.4400	 13.6180	  2.0000	  1.5523	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  3.0000	  2.1037	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  3.0000	  2.1035	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  2.0000	  1.7292	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  4.0000	  1.8159	  1.5475	  8.3750	  3.4400	 -1.1303
  3.4400	 13.6180	  2.0000	  1.7269	  1.9400	  8.9470	  3.3411	 -0.5302
  3.4400	 13.6180	  2.0000	  1.7291	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  3.0000	  2.1030	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  3.0000	  1.3677	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  3.0000	  1.3675	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  2.0000	  1.5516	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  4.0000	  1.8175	  1.5475	  8.3750	  3.4400	 -1.1303
  3.4400	 13.6180	  3.0000	  2.1000	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  2.0000	  1.7280	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7112	  1.9400	  8.9470	  3.3411	 -0.6116
  3.4400	 13.6180	  2.0000	  1.7138	  1.9400	  8.9470	  3.3411	 -0.5463
  3.4400	 13.6180	  2.0000	  1.7171	  1.9400	  8.9470	  3.3411	 -0.6282
  3.4400	 13.6180	  2.0000	  1.7109	  1.9400	  8.9470	  3.3411	 -0.6116
  3.4400	 13.6180	  2.0000	  1.7129	  1.9400	  8.9470	  3.3411	 -0.5470
  3.4400	 13.6180	  4.0000	  1.8154	  1.5475	  8.3750	  3.4400	 -1.1303
  3.4400	 13.6180	  2.0000	  1.7160	  1.9400	  8.9470	  3.3411	 -0.5483
  3.4400	 13.6180	  2.0000	  1.7151	  1.9400	  8.9470	  3.3411	 -0.5470
  3.4400	 13.6180	  2.0000	  1.7274	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7285	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.5529	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  2.0000	  1.7289	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7302	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  4.0000	  1.8152	  1.5475	  8.3750	  3.4400	 -1.1303
  3.4400	 13.6180	  3.0000	  1.3672	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  2.0000	  1.5500	  1.7650	 10.1160	  3.4400	 -0.7854
  3.4400	 13.6180	  2.0000	  1.5523	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  2.0000	  1.7283	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  4.0000	  1.8167	  1.5475	  8.3750	  3.4400	 -1.1303
  3.4400	 13.6180	  3.0000	  2.1001	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  3.0000	  1.3674	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  3.0000	  1.3660	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  2.0000	  1.5527	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  4.0000	  1.8177	  1.5475	  8.3750	  3.4400	 -1.1303
  3.4400	 13.6180	  3.0000	  2.1032	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  2.0000	  1.7273	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7292	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7125	  1.9400	  8.9470	  3.3411	 -0.5474
  3.4400	 13.6180	  2.0000	  1.7114	  1.9400	  8.9470	  3.3411	 -0.6116
  3.4400	 13.6180	  2.0000	  1.7138	  1.9400	  8.9470	  3.3411	 -0.5463
  3.4400	 13.6180	  2.0000	  1.7142	  1.9400	  8.9470	  3.3411	 -0.5469
  3.4400	 13.6180	  2.0000	  1.7309	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7308	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  3.0000	  1.3670	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  2.0000	  1.7163	  1.9400	  8.9470	  3.3411	 -0.6282
  3.4400	 13.6180	  2.0000	  1.7313	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  3.0000	  2.1045	  1.3300	  6.6340	  3.4400	 -1.1740
  3.4400	 13.6180	  2.0000	  1.7290	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  3.0000	  2.1024	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  2.0000	  1.7275	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7287	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7133	  1.9400	  8.9470	  3.3411	 -0.5468
  3.4400	 13.6180	  2.0000	  1.7104	  1.9400	  8.9470	  3.3411	 -0.6119
  3.4400	 13.6180	  2.0000	  1.7106	  1.9400	  8.9470	  3.3411	 -0.6116
  3.4400	 13.6180	  3.0000	  1.3672	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  4.0000	  1.8163	  1.5475	  8.3750	  3.4400	 -1.1303
  3.4400	 13.6180	  2.0000	  1.7292	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  3.0000	  1.3670	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  2.0000	  1.7294	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.7171	  1.9400	  8.9470	  3.3411	 -0.6282
  3.4400	 13.6180	  2.0000	  1.7146	  1.9400	  8.9470	  3.3411	 -0.5470
  3.4400	 13.6180	  2.0000	  1.7150	  1.9400	  8.9470	  3.3411	 -0.5470
  3.4400	 13.6180	  3.0000	  2.1063	  1.3300	  6.6340	  3.4400	 -1.1748
  3.4400	 13.6180	  4.0000	  1.8191	  1.5475	  8.3750	  3.4400	 -1.1269
  3.4400	 13.6180	  2.0000	  1.7279	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  2.0000	  1.5521	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  2.0000	  1.7113	  1.9400	  8.9470	  3.3411	 -0.6116
  3.4400	 13.6180	  3.0000	  1.3678	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  3.0000	  1.3661	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  2.0000	  1.7149	  1.9400	  8.9470	  3.3411	 -0.5470
  3.4400	 13.6180	  2.0000	  1.7162	  1.9400	  8.9470	  3.3411	 -0.6282
  3.4400	 13.6180	  2.0000	  1.7160	  1.9400	  8.9470	  3.3411	 -0.5483
  3.4400	 13.6180	  3.0000	  2.1043	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  3.0000	  2.1074	  1.3300	  6.6340	  3.4400	 -1.1748
  3.4400	 13.6180	  2.0000	  1.5520	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  2.0000	  1.7266	  1.9400	  8.9470	  3.3411	 -0.6156
  3.4400	 13.6180	  4.0000	  1.8165	  1.5475	  8.3750	  3.4400	 -1.1303
  3.4400	 13.6180	  4.0000	  1.8146	  1.5475	  8.3750	  3.4400	 -1.1307
  3.4400	 13.6180	  3.0000	  1.3670	  1.9100	 11.2767	  3.4400	 -0.8707
  3.4400	 13.6180	  2.0000	  1.5505	  1.7650	 10.1160	  3.4400	 -0.7854
  3.4400	 13.6180	  2.0000	  1.7151	  1.9400	  8.9470	  3.3411	 -0.5470
  3.4400	 13.6180	  2.0000	  1.5519	  1.7650	 10.1160	  3.4400	 -0.7855
  3.4400	 13.6180	  2.0000	  1.7288	  1.9400	  8.9470	  3.3411	 -0.5290
  3.4400	 13.6180	  4.0000	  1.8145	  1.5475	  8.3750	  3.4400	 -1.1307
  3.4400	 13.6180	  3.0000	  2.1038	  1.3300	  6.6340	  3.4400	 -1.1726
  3.4400	 13.6180	  2.0000	  1.7275	  1.9400	  8.9470	  3.3411	 -0.5290
  1.3300	  6.6340	  8.0000	  2.1151	  3.4400	 13.6180	  1.7827	  2.1661
  1.3300	  6.6340	  8.0000	  2.1172	  3.4400	 13.6180	  1.8029	  2.1598
  1.3300	  6.6340	  8.0000	  2.1139	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1123	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1129	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1215	  3.4400	 13.6180	  1.8029	  2.1661
  1.3300	  6.6340	  8.0000	  2.1175	  3.4400	 13.6180	  1.8029	  2.1598
  1.3300	  6.6340	  8.0000	  2.1212	  3.4400	 13.6180	  1.8029	  2.1661
  1.3300	  6.6340	  8.0000	  2.1145	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1135	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1208	  3.4400	 13.6180	  1.8029	  2.1598
  1.3300	  6.6340	  8.0000	  2.1145	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1142	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1125	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1144	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1154	  3.4400	 13.6180	  1.7827	  2.1661
  1.3300	  6.6340	  8.0000	  2.1142	  3.4400	 13.6180	  1.7827	  2.1647
  1.3300	  6.6340	  8.0000	  2.1183	  3.4400	 13.6180	  1.8029	  2.1598
